Area,Ward,Number of schools,School,School URN,Year,Catchment area km2,Total road length in catchment,% of minor roads,Avg elevation,% of catchment in flood-risk zone,Road flood days per year,% of road length flooded at least once,Max flood duration,School population,Absence rate,Persistent absence,Avg lateness,School closure occured,Attainment score,Year-on-year attainment,YY value
Calderdale,,,Old Town Primary School,107524,2019,0.794616,31.92,47.1,,1.31496033,,,,105,3.2,4.3,,,74%,4.23%,4.23%
Calderdale,,,Old Town Primary School,107524,2015,0.794616,31.92,47.1,,1.31496033,,,,102,4,0,,,80%,0.00%,0.00%
Calderdale,,,Old Town Primary School,107524,2018,0.794616,31.92,47.1,,1.31496033,,,,99,3.2,7.8,,,71%,-2.74%,-2.74%
Calderdale,,,Old Town Primary School,107524,2013,0.794616,31.92,47.1,,1.31496033,,,,99,5.9,3.4,,,67%,-15.19%,-15.19%
Calderdale,,,Old Town Primary School,107524,2016,0.794616,31.92,47.1,,1.31496033,,,,102,3.3,5.4,,,53%,-33.75%,-33.75%
West Lindsey,,,Osgodby Primary School,120471,2018,40.56181,71.96,59.6,,3.555690322,,,,95,4,4.8,,,75.0%,59.57%,59.57%
West Lindsey,,,Osgodby Primary School,120471,2014,40.56181,71.96,59.6,,3.555690322,,,,95,2.8,0,,,89.0%,27.14%,27.14%
West Lindsey,,,Osgodby Primary School,120471,2015,40.56181,71.96,59.6,,3.555690322,,,,98,3.5,,,,100.0%,12.36%,12.36%
West Lindsey,,,Osgodby Primary School,120471,2013,40.56181,71.96,59.6,,3.555690322,,,,91,4.7,,,,70.0%,11.11%,11.11%
West Lindsey,,,Osgodby Primary School,120471,2017,40.56181,71.96,59.6,,3.555690322,,,,95,3.6,4.5,,,47.0%,-12.96%,-12.96%
West Lindsey,,,Osgodby Primary School,120471,2019,40.56181,71.96,59.6,,3.555690322,,,,96,4.6,9.6,,,64.0%,-14.67%,-14.67%
West Lindsey,,,Osgodby Primary School,120471,2024,40.56181,71.96,59.6,,3.555690322,4,0.35,,94,4.9,12.6,,,46.0%,-42.50%,-42.50%
West Lindsey,,,Osgodby Primary School,120471,2016,40.56181,71.96,59.6,,3.555690322,,,,100,3.6,6.9,,,54.0%,-46.00%,-46.00%
Calderdale,,,Parkinson Lane Community Primary School,107487,2017,1.595541,13.29,91.8,,1.463004675,,,,563,2.9,3.9,,,62%,63.16%,63.16%
Calderdale,,,Parkinson Lane Community Primary School,107487,2014,1.595541,13.29,91.8,,1.463004675,,,,,,,,,82%,30.16%,30.16%
Calderdale,,,Parkinson Lane Community Primary School,107487,2019,1.595541,13.29,91.8,,1.463004675,,,,608,3,4.5,,,71%,14.52%,14.52%
Calderdale,,,Parkinson Lane Community Primary School,107487,2013,1.595541,13.29,91.8,,1.463004675,,,,529,2.6,1.6,,,63%,6.78%,6.78%
Calderdale,,,Parkinson Lane Community Primary School,107487,2024,1.595541,13.29,91.8,,1.463004675,,,,563,5,10.9,,,75%,1.35%,1.35%
Calderdale,,,Parkinson Lane Community Primary School,107487,2018,1.595541,13.29,91.8,,1.463004675,,,,599,3.2,3.3,,,62%,0.00%,0.00%
Calderdale,,,Parkinson Lane Community Primary School,107487,2015,1.595541,13.29,91.8,,1.463004675,,,,520,2.1,0.8,,,81%,-1.22%,-1.22%
Calderdale,,,Parkinson Lane Community Primary School,107487,2016,1.595541,13.29,91.8,,1.463004675,,,,522,2.4,2.3,,,38%,-53.09%,-53.09%
West Lindsey,,,Pollyplatt Primary School,120472,2018,17.35336,58.58,38.1,,78.96518884,,,,134,3.1,4.3,,,82.0%,148.48%,148.48%
West Lindsey,,,Pollyplatt Primary School,120472,2024,17.35336,58.58,38.1,,78.96518884,,,,81,3.9,12.7,,,83.0%,38.33%,38.33%
West Lindsey,,,Pollyplatt Primary School,120472,2015,17.35336,58.58,38.1,,78.96518884,,,,159,3.8,2.8,,,93.0%,27.40%,27.40%
West Lindsey,,,Pollyplatt Primary School,120472,2014,17.35336,58.58,38.1,,78.96518884,,,,151,3.7,0,,,73.0%,7.35%,7.35%
West Lindsey,,,Pollyplatt Primary School,120472,2013,17.35336,58.58,38.1,,78.96518884,,,,140,4.3,2.6,,,68.0%,-17.07%,-17.07%
West Lindsey,,,Pollyplatt Primary School,120472,2017,17.35336,58.58,38.1,,78.96518884,,,,147,3.2,7.2,,,33.0%,-21.43%,-21.43%
West Lindsey,,,Pollyplatt Primary School,120472,2019,17.35336,58.58,38.1,,78.96518884,,,,133,3.5,7.2,,,40.0%,-51.22%,-51.22%
West Lindsey,,,Pollyplatt Primary School,120472,2016,17.35336,58.58,38.1,,78.96518884,,,,147,3,4.4,,,42.0%,-54.84%,-54.84%
Calderdale,,,Rawson Junior and Infant School,107477,2013,,,,,,,,,338,5.4,5.3,,,91%,18.18%,18.18%
Calderdale,,,Rawson Junior and Infant School,107477,2015,,,,,,,,,384,4.7,3.1,,,67%,-8.22%,-8.22%
Calderdale,,,Rawson Junior and Infant School,107477,2017,,,,,,,,,391,4.7,12.1,,,25%,-10.71%,-10.71%
Calderdale,,,Rawson Junior and Infant School,107477,2014,,,,,,,,,374,4.2,1.4,,,73%,-19.78%,-19.78%
Calderdale,,,Rawson Junior and Infant School,107477,2016,,,,,,,,,388,5.4,18.3,,,28%,-58.21%,-58.21%
West Lindsey,,,Reepham Church of England Primary School,120581,2018,42.24991,26.98,61,,7.046215829,,,,196,3.5,3.6,,,81.0%,6.58%,6.58%
West Lindsey,,,Reepham Church of England Primary School,120581,2013,42.24991,26.98,61,,7.046215829,,,,182,3.4,,,,96.0%,5.49%,5.49%
West Lindsey,,,Reepham Church of England Primary School,120581,2015,42.24991,26.98,61,,7.046215829,,,,177,3,,,,96.0%,4.35%,4.35%
West Lindsey,,,Reepham Church of England Primary School,120581,2019,42.24991,26.98,61,,7.046215829,,,,199,4,7.1,,,80.0%,-1.23%,-1.23%
West Lindsey,,,Reepham Church of England Primary School,120581,2014,42.24991,26.98,61,,7.046215829,,,,179,2.6,,,,92.0%,-4.17%,-4.17%
West Lindsey,,,Reepham Church of England Primary School,120581,2024,42.24991,26.98,61,,7.046215829,8,0,,204,4.1,6.2,,,77.0%,-6.10%,-6.10%
West Lindsey,,,Reepham Church of England Primary School,120581,2016,42.24991,26.98,61,,7.046215829,,,,178,3.5,3.8,,,88.0%,-8.33%,-8.33%
West Lindsey,,,Reepham Church of England Primary School,120581,2017,42.24991,26.98,61,,7.046215829,,,,191,3.9,5.5,,,76.0%,-13.64%,-13.64%
Calderdale,,,Ripponden Junior and Infant School,107514,2017,2.843685,23.41,58.9,,3.581471854,,,,220,3,4.5,,,70%,27.27%,27.27%
Calderdale,,,Ripponden Junior and Infant School,107514,2013,2.843685,23.41,58.9,,3.581471854,,,,,,,,,96%,24.68%,24.68%
Calderdale,,,Ripponden Junior and Infant School,107514,2015,2.843685,23.41,58.9,,3.581471854,,,,236,2.8,0,,,90%,15.38%,15.38%
Calderdale,,,Ripponden Junior and Infant School,107514,2024,2.843685,23.41,58.9,,3.581471854,,,,187,4,7.1,,,67%,13.56%,13.56%
Calderdale,,,Ripponden Junior and Infant School,107514,2018,2.843685,23.41,58.9,,3.581471854,,,,222,3.8,6.7,,,73%,4.29%,4.29%
Calderdale,,,Ripponden Junior and Infant School,107514,2019,2.843685,23.41,58.9,,3.581471854,,,,218,3.1,3.6,,,73%,0.00%,0.00%
Calderdale,,,Ripponden Junior and Infant School,107514,2014,2.843685,23.41,58.9,,3.581471854,,,,,,,,,78%,-18.75%,-18.75%
Calderdale,,,Ripponden Junior and Infant School,107514,2016,2.843685,23.41,58.9,,3.581471854,5,0,,231,3,3.8,,,55%,-38.89%,-38.89%
Calderdale,,,Riverside Junior School,107529,2018,2.878932,7.73,80.7,,0.068470818,,,,179,4.9,11.2,,,77%,10.00%,10.00%
Calderdale,,,Riverside Junior School,107529,2015,2.878932,7.73,80.7,,0.068470818,,,,,,,,,91%,5.81%,5.81%
Calderdale,,,Riverside Junior School,107529,2014,2.878932,7.73,80.7,,0.068470818,,,,141,4.3,3.2,,,86%,0.00%,0.00%
Calderdale,,,Riverside Junior School,107529,2017,2.878932,7.73,80.7,,0.068470818,,,,155,4.3,8.2,,,70%,0.00%,0.00%
Calderdale,,,Riverside Junior School,107529,2013,2.878932,7.73,80.7,,0.068470818,,,,175,4.3,2.2,,,86%,-1.15%,-1.15%
Calderdale,,,Riverside Junior School,107529,2019,2.878932,7.73,80.7,,0.068470818,,,,183,4.3,8.9,,,71%,-7.79%,-7.79%
Calderdale,,,Riverside Junior School,107529,2024,2.878932,7.73,80.7,,0.068470818,,,,126,5.1,10.2,,,55%,-8.33%,-8.33%
Calderdale,,,Riverside Junior School,107529,2016,2.878932,7.73,80.7,,0.068470818,5,16.21,,160,4,7.4,,,70%,-23.08%,-23.08%
Calderdale,,,"Sacred Heart Catholic Primary School, Sowerby Bridge",107558,2013,2.020752,,,,0.856305621,,,,138,4.7,2.5,,,94%,10.59%,10.59%
Calderdale,,,"Sacred Heart Catholic Primary School, Sowerby Bridge",107558,2014,2.020752,,,,0.856305621,,,,154,5,6.7,,,100%,6.38%,6.38%
Calderdale,,,"Sacred Heart Catholic Primary School, Sowerby Bridge",107558,2015,2.020752,,,,0.856305621,,,,,,,,,74%,-26.00%,-26.00%
Calderdale,,,Sacred Heart Catholic Voluntary Academy,141479,2017,2.020752,10.93,81.2,,0.856305621,,,,190,4.9,14.8,,,66%,112.90%,112.90%
Calderdale,,,Sacred Heart Catholic Voluntary Academy,141479,2019,2.020752,10.93,81.2,,0.856305621,,,,176,4.5,12.3,,,70%,16.67%,16.67%
Calderdale,,,Sacred Heart Catholic Voluntary Academy,141479,2024,2.020752,10.93,81.2,,0.856305621,,,,177,5.3,14,,,55%,-3.51%,-3.51%
Calderdale,,,Sacred Heart Catholic Voluntary Academy,141479,2018,2.020752,10.93,81.2,,0.856305621,,,,176,3.3,3.5,,,60%,-9.09%,-9.09%
Calderdale,,,Salterhebble Junior and Infant School,107490,2013,3.312693,28.05,75,,0.30593516,,,,195,4.2,3.6,,,95%,72.73%,72.73%
Calderdale,,,Salterhebble Junior and Infant School,107490,2017,3.312693,28.05,75,,0.30593516,,,,204,3.7,6,,,83%,40.68%,40.68%
Calderdale,,,Salterhebble Junior and Infant School,107490,2014,3.312693,28.05,75,,0.30593516,,,,,,,,,96%,1.05%,1.05%
Calderdale,,,Salterhebble Junior and Infant School,107490,2018,3.312693,28.05,75,,0.30593516,,,,202,4,10.3,,,80%,-3.61%,-3.61%
Calderdale,,,Salterhebble Junior and Infant School,107490,2019,3.312693,28.05,75,,0.30593516,,,,206,3.7,6.7,,,77%,-3.75%,-3.75%
Calderdale,,,Salterhebble Junior and Infant School,107490,2015,3.312693,28.05,75,,0.30593516,,,,209,4.1,1.6,,,83%,-13.54%,-13.54%
Calderdale,,,Salterhebble Junior and Infant School,107490,2016,3.312693,28.05,75,,0.30593516,,,,205,3.4,4.3,,,59%,-28.92%,-28.92%
Calderdale,,,Salterhebble Junior and Infant School,107490,2024,3.312693,28.05,75,,0.30593516,,,,205,4.8,12.4,,,44%,-38.89%,-38.89%
Calderdale,,,Salterlee Primary School,137347,2024,6.620531,16.01,66.9,,2.561640881,,,,92,6,21.3,,,75%,50.00%,50.00%
Calderdale,,,Salterlee Primary School,137347,2018,6.620531,16.01,66.9,,2.561640881,,,,101,4.6,10.2,,,87%,26.09%,26.09%
Calderdale,,,Salterlee Primary School,137347,2014,6.620531,16.01,66.9,,2.561640881,,,,106,3.1,0,,,93%,8.14%,8.14%
Calderdale,,,Salterlee Primary School,137347,2017,6.620531,16.01,66.9,,2.561640881,,,,100,4.2,5.8,,,69%,2.99%,2.99%
Calderdale,,,Salterlee Primary School,137347,2013,6.620531,16.01,66.9,,2.561640881,,,,,,,,,86%,-2.27%,-2.27%
Calderdale,,,Salterlee Primary School,137347,2015,6.620531,16.01,66.9,,2.561640881,,,,106,4.8,3.3,,,80%,-13.98%,-13.98%
Calderdale,,,Salterlee Primary School,137347,2016,6.620531,16.01,66.9,,2.561640881,,,,106,4.1,8.8,,,67%,-16.25%,-16.25%
Calderdale,,,Salterlee Primary School,137347,2019,6.620531,16.01,66.9,,2.561640881,,,,99,3.8,8.2,,,55%,-36.78%,-36.78%
Calderdale,,,Savile Park Primary School,107482,2017,1.956037,21.97,75.9,,2.074733232,,,,282,4.5,11.6,,,52%,36.84%,36.84%
Calderdale,,,Savile Park Primary School,107482,2018,1.956037,21.97,75.9,,2.074733232,,,,306,4.2,8.7,,,64%,23.08%,23.08%
Calderdale,,,Savile Park Primary School,107482,2015,1.956037,21.97,75.9,,2.074733232,,,,244,3.4,0,,,83%,12.16%,12.16%
Calderdale,,,Savile Park Primary School,107482,2014,1.956037,21.97,75.9,,2.074733232,,,,209,3,0,,,74%,0.00%,0.00%
Calderdale,,,Savile Park Primary School,107482,2019,1.956037,21.97,75.9,,2.074733232,,,,336,4.8,8.2,,,61%,-4.69%,-4.69%
Calderdale,,,Savile Park Primary School,107482,2024,1.956037,21.97,75.9,,2.074733232,,,,369,6.6,18.3,,,49%,-5.77%,-5.77%
Calderdale,,,Savile Park Primary School,107482,2013,1.956037,21.97,75.9,,2.074733232,,,,214,3.7,2.1,,,74%,-15.91%,-15.91%
Calderdale,,,Savile Park Primary School,107482,2016,1.956037,21.97,75.9,,2.074733232,5,2.21,,254,4.2,6.3,,,38%,-54.22%,-54.22%
West Lindsey,,,Scampton Church of England Primary School,120585,2019,34.1762,42.97,53.3,,2.898261145,,,,70,3.3,6.2,,,60.0%,93.55%,93.55%
West Lindsey,,,Scampton Church of England Primary School,120585,2015,34.1762,42.97,53.3,,2.898261145,,,,88,3.1,0,,,91.0%,16.67%,16.67%
West Lindsey,,,Scampton Church of England Primary School,120585,2013,34.1762,42.97,53.3,,2.898261145,,,,85,4.8,,,,90.0%,0.00%,0.00%
West Lindsey,,,Scampton Church of England Primary School,120585,2017,34.1762,42.97,53.3,,2.898261145,,,,81,3.8,6.7,,,40.0%,-4.76%,-4.76%
West Lindsey,,,Scampton Church of England Primary School,120585,2014,34.1762,42.97,53.3,,2.898261145,,,,84,3.4,0,,,78.0%,-13.33%,-13.33%
West Lindsey,,,Scampton Church of England Primary School,120585,2024,34.1762,42.97,53.3,,2.898261145,8,0,,57,4.7,9.8,,,50.0%,-20.63%,-20.63%
West Lindsey,,,Scampton Church of England Primary School,120585,2018,34.1762,42.97,53.3,,2.898261145,,,,76,4.2,11,,,31.0%,-22.50%,-22.50%
West Lindsey,,,Scampton Church of England Primary School,120585,2016,34.1762,42.97,53.3,,2.898261145,,,,86,3,3.8,,,42.0%,-53.85%,-53.85%
West Lindsey,,,Scotter Primary School,120473,2017,31.21753,54.67,67.1,,11.37096559,,,,237,2.5,2.3,,,65.0%,51.16%,51.16%
West Lindsey,,,Scotter Primary School,120473,2024,31.21753,54.67,67.1,,11.37096559,9,0.42,,264,4.9,9,,,55.0%,37.50%,37.50%
West Lindsey,,,Scotter Primary School,120473,2018,31.21753,54.67,67.1,,11.37096559,,,,257,3.3,3.6,,,76.0%,16.92%,16.92%
West Lindsey,,,Scotter Primary School,120473,2014,31.21753,54.67,67.1,,11.37096559,2,0,,272,3.3,1.6,,,89.0%,9.88%,9.88%
West Lindsey,,,Scotter Primary School,120473,2013,31.21753,54.67,67.1,,11.37096559,,,,268,4.4,2.9,,,81.0%,3.85%,3.85%
West Lindsey,,,Scotter Primary School,120473,2019,31.21753,54.67,67.1,,11.37096559,,,,261,3.7,6,,,75.0%,-1.32%,-1.32%
West Lindsey,,,Scotter Primary School,120473,2015,31.21753,54.67,67.1,,11.37096559,,,,252,3.5,,,,80.0%,-10.11%,-10.11%
West Lindsey,,,Scotter Primary School,120473,2016,31.21753,54.67,67.1,,11.37096559,,,,239,3.5,6.6,,,43.0%,-46.25%,-46.25%
Calderdale,,,Scout Road Academy,137341,2018,0.659176,37.11,59.8,,17.13449747,,,,101,3.8,3.2,,,76%,33.33%,33.33%
Calderdale,,,Scout Road Academy,137341,2014,0.659176,37.11,59.8,,17.13449747,,,,108,2.9,0,,,100%,14.94%,14.94%
Calderdale,,,Scout Road Academy,137341,2017,0.659176,37.11,59.8,,17.13449747,,,,102,3.4,3.3,,,57%,14.00%,14.00%
Calderdale,,,Scout Road Academy,137341,2019,0.659176,37.11,59.8,,17.13449747,,,,94,3.5,5.7,,,78%,2.63%,2.63%
Calderdale,,,Scout Road Academy,137341,2024,0.659176,37.11,59.8,,17.13449747,,,,99,4.3,9.2,,,77%,-9.41%,-9.41%
Calderdale,,,Scout Road Academy,137341,2015,0.659176,37.11,59.8,,17.13449747,,,,109,3.6,0,,,80%,-20.00%,-20.00%
Calderdale,,,Scout Road Academy,137341,2016,0.659176,37.11,59.8,,17.13449747,5,1.88,,108,4.1,9.6,,,50%,-37.50%,-37.50%
Calderdale,,,Scout Road Primary School,137341,2013,0.659176,37.11,59.8,,17.13449747,,,,107,3.6,0,,,87%,10.13%,10.13%
Calderdale,,,Shade Primary School,107522,2017,2.044098,19.3,54.5,,0,,,,227,4,9.5,,,70%,40.00%,40.00%
Calderdale,,,Shade Primary School,107522,2019,2.044098,19.3,54.5,,0,,,,210,3.9,9.4,,,63%,26.00%,26.00%
Calderdale,,,Shade Primary School,107522,2013,2.044098,19.3,54.5,,0,,,,203,4,1.9,,,93%,13.41%,13.41%
Calderdale,,,Shade Primary School,107522,2015,2.044098,19.3,54.5,,0,,,,,,,,,87%,-2.25%,-2.25%
Calderdale,,,Shade Primary School,107522,2014,2.044098,19.3,54.5,,0,,,,,,,,,89%,-4.30%,-4.30%
Calderdale,,,Shade Primary School,107522,2024,2.044098,19.3,54.5,,0,,,,182,5.9,17.9,,,72%,-5.26%,-5.26%
Calderdale,,,Shade Primary School,107522,2018,2.044098,19.3,54.5,,0,,,,219,3.9,9,,,50%,-28.57%,-28.57%
Calderdale,,,Shade Primary School,107522,2016,2.044098,19.3,54.5,,0,5,13.78,,224,3.6,7.1,,,50%,-42.53%,-42.53%
Calderdale,,,Shelf Junior and Infant School,107513,2015,0.584129,20.14,63.9,,2.798565575,,,,308,3.7,1.5,,,73%,19.67%,19.67%
Calderdale,,,Shelf Junior and Infant School,107513,2019,0.584129,20.14,63.9,,2.798565575,,,,284,3.7,6,,,56%,19.15%,19.15%
Calderdale,,,Shelf Junior and Infant School,107513,2013,0.584129,20.14,63.9,,2.798565575,,,,291,5.4,2.4,,,78%,4.00%,4.00%
Calderdale,,,Shelf Junior and Infant School,107513,2018,0.584129,20.14,63.9,,2.798565575,,,,298,3.6,5.1,,,47%,0.00%,0.00%
Calderdale,,,Shelf Junior and Infant School,107513,2017,0.584129,20.14,63.9,,2.798565575,,,,313,3.4,5.2,,,47%,-12.96%,-12.96%
Calderdale,,,Shelf Junior and Infant School,107513,2024,0.584129,20.14,63.9,,2.798565575,,,,235,5.6,16.6,,,45%,-15.09%,-15.09%
Calderdale,,,Shelf Junior and Infant School,107513,2014,0.584129,20.14,63.9,,2.798565575,,,,,,,,,61%,-21.79%,-21.79%
Calderdale,,,Shelf Junior and Infant School,107513,2016,0.584129,20.14,63.9,,2.798565575,,,,311,3.3,4.1,,,54%,-26.03%,-26.03%
Calderdale,,,Siddal Primary School,138657,2018,2.227218,12.38,73.2,,1.30189896,,,,235,4,9.3,,,50%,38.89%,38.89%
Calderdale,,,Siddal Primary School,138657,2017,2.227218,12.38,73.2,,1.30189896,,,,254,4.6,12.2,,,36%,24.14%,24.14%
Calderdale,,,Siddal Primary School,138657,2019,2.227218,12.38,73.2,,1.30189896,,,,210,2.9,3.9,,,62%,24.00%,24.00%
Calderdale,,,Siddal Primary School,138657,2014,2.227218,12.38,73.2,,1.30189896,,,,,,,,,87%,14.47%,14.47%
Calderdale,,,Siddal Primary School,138657,2015,2.227218,12.38,73.2,,1.30189896,,,,256,4,3.3,,,79%,-9.20%,-9.20%
Calderdale,,,Siddal Primary School,138657,2024,2.227218,12.38,73.2,,1.30189896,,,,195,6.3,18.8,,,36%,-34.55%,-34.55%
Calderdale,,,Siddal Primary School,138657,2016,2.227218,12.38,73.2,,1.30189896,5,0,,265,3.8,9,,,29%,-63.29%,-63.29%
Calderdale,,,Sowerby Village CofE VC Primary School,133671,2017,,,,,,,,,171,5.3,13.7,,,76%,117.14%,117.14%
Calderdale,,,Sowerby Village CofE VC Primary School,133671,2013,,,,,,,,,166,5.7,4.4,,,67%,28.85%,28.85%
Calderdale,,,Sowerby Village CofE VC Primary School,133671,2014,,,,,,,,,171,4.3,0,,,77%,14.93%,14.93%
Calderdale,,,Sowerby Village CofE VC Primary School,133671,2015,,,,,,,,,160,5.7,5.9,,,81%,5.19%,5.19%
Calderdale,,,Sowerby Village CofE VC Primary School,133671,2019,,,,,,,,,171,4.2,9.5,,,48%,-15.79%,-15.79%
Calderdale,,,Sowerby Village CofE VC Primary School,133671,2018,,,,,,,,,179,4,7.3,,,57%,-25.00%,-25.00%
Calderdale,,,Sowerby Village CofE VC Primary School,133671,2016,,,,,,,,,165,4.5,14.6,,,35%,-56.79%,-56.79%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2017,0.835758,18.83,64.1,,0.520760081,,,,240,3.8,6.5,,,52%,52.94%,52.94%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2018,0.835758,18.83,64.1,,0.520760081,,,,237,3.5,7,,,75%,44.23%,44.23%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2015,0.835758,18.83,64.1,,0.520760081,,,,223,3.5,1.8,,,90%,23.29%,23.29%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2014,0.835758,18.83,64.1,,0.520760081,,,,230,3.3,1.7,,,73%,4.29%,4.29%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2024,0.835758,18.83,64.1,,0.520760081,,,,226,4.7,9.2,,,76%,-5.00%,-5.00%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2019,0.835758,18.83,64.1,,0.520760081,,,,234,3.4,6.7,,,67%,-10.67%,-10.67%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2013,0.835758,18.83,64.1,,0.520760081,,,,233,4.1,3.4,,,70%,-14.63%,-14.63%
Calderdale,,,St Andrew's CofE (VA) Junior School,107547,2016,0.835758,18.83,64.1,,0.520760081,5,14.24,,235,3.4,5.9,,,34%,-62.22%,-62.22%
Calderdale,,,St Augustine's CofE School,149211,2024,1.453021,,,,1.37966414,,,,163,10.3,39.9,,,26%,-27.78%,-27.78%
Calderdale,,,St Augustine's CofE VA Junior and Infant School,107543,2019,1.453020584,9.49,97.5,,1.37966414,,,,166,5.4,12.1,,,31%,19.23%,19.23%
Calderdale,,,St Augustine's CofE VA Junior and Infant School,107543,2015,1.453020584,9.49,97.5,,1.37966414,,,,194,4.3,2.3,,,68%,15.25%,15.25%
Calderdale,,,St Augustine's CofE VA Junior and Infant School,107543,2018,1.453020584,9.49,97.5,,1.37966414,,,,167,4.5,7.6,,,26%,4.00%,4.00%
Calderdale,,,St Augustine's CofE VA Junior and Infant School,107543,2014,1.453020584,9.49,97.5,,1.37966414,,,,,,,,,59%,3.51%,3.51%
Calderdale,,,St Augustine's CofE VA Junior and Infant School,107543,2013,1.453020584,9.49,97.5,,1.37966414,,,,171,5.5,4.5,,,57%,-12.31%,-12.31%
Calderdale,,,St Augustine's CofE VA Junior and Infant School,107543,2017,1.453020584,9.49,97.5,,1.37966414,,,,179,4.9,16.8,,,25%,-13.79%,-13.79%
Calderdale,,,St Augustine's CofE VA Junior and Infant School,107543,2016,1.453020584,9.49,97.5,,1.37966414,,,,182,3.9,6.7,,,29%,-57.35%,-57.35%
Calderdale,,,St Chad's CofE (VA) Primary School,107549,2018,,13.73,60.5,,,,,,210,3,2.8,,,73%,97.30%,97.30%
Calderdale,,,St Chad's CofE (VA) Primary School,107549,2019,,13.73,60.5,,,,,,210,3,8.2,,,77%,5.48%,5.48%
Calderdale,,,St Chad's CofE (VA) Primary School,107549,2013,,13.73,60.5,,,,,,212,2.7,0,,,90%,2.27%,2.27%
Calderdale,,,St Chad's CofE (VA) Primary School,107549,2015,,13.73,60.5,,,,,,,,,,,87%,0.00%,0.00%
Calderdale,,,St Chad's CofE (VA) Primary School,107549,2014,,13.73,60.5,,,,,,217,2.3,0,,,87%,-3.33%,-3.33%
Calderdale,,,St Chad's CofE (VA) Primary School,107549,2017,,13.73,60.5,,,,,,210,2.9,2.2,,,37%,-17.78%,-17.78%
Calderdale,,,St Chad's CofE (VA) Primary School,107549,2016,,13.73,60.5,,,,,,212,2.5,4.3,,,45%,-48.28%,-48.28%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2018,49.43084,18.73,75.3,,5.571996671,,,,233,5.7,12.2,,,72.0%,118.18%,118.18%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2015,49.43084,18.73,75.3,,5.571996671,,,,169,5.4,3.5,,,79.0%,75.56%,75.56%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2024,49.43084,18.73,75.3,,5.571996671,,,,185,7.3,21.5,,,61.0%,69.44%,69.44%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2016,49.43084,18.73,75.3,,5.571996671,,,,186,4.9,18.5,,,61.0%,-22.78%,-22.78%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2013,49.43084,18.73,75.3,,5.571996671,,,,168,5.1,3.8,,,61.0%,-23.75%,-23.75%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2014,49.43084,18.73,75.3,,5.571996671,,,,169,6.3,8.5,,,45.0%,-26.23%,-26.23%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2019,49.43084,18.73,75.3,,5.571996671,,,,207,5,16.8,,,52.0%,-27.78%,-27.78%
West Lindsey,,,"St George's Church of England Community Primary School, Gainsborough",131490,2017,49.43084,18.73,75.3,,5.571996671,,,,214,5.5,14.2,,,33.0%,-45.90%,-45.90%
Calderdale,,,"St John's (CofE) Primary Academy, Clifton",137545,2014,1.71587,,,,16.22236834,,,,211,2,0,,,97%,19.75%,19.75%
Calderdale,,,"St John's (CofE) Primary Academy, Clifton",137545,2017,1.71587,,,,16.22236834,,,,208,2.8,3.3,,,72%,14.29%,14.29%
Calderdale,,,"St John's (CofE) Primary Academy, Clifton",137545,2019,1.71587,,,,16.22236834,,,,210,2.6,2.2,,,79%,8.22%,8.22%
Calderdale,,,"St John's (CofE) Primary Academy, Clifton",137545,2018,1.71587,,,,16.22236834,,,,,,,,,73%,1.39%,1.39%
Calderdale,,,"St John's (CofE) Primary Academy, Clifton",137545,2016,1.71587,,,,16.22236834,,,,,,,,,63%,-18.18%,-18.18%
Calderdale,,,"St John's (CofE) Primary Academy, Clifton",137545,2015,1.71587,,,,16.22236834,,,,,,,,,77%,-20.62%,-20.62%
Calderdale,,,"St John's (CofE) Primary Academy, Clifton",137545,2024,1.71587,,,,16.22236834,,,,206,3.9,6.2,,,55%,-30.38%,-30.38%
Calderdale,,,"St John's CofE VA Primary School, Rishworth",107553,2013,1.025977,,,,13.00808301,,,,,,,,,93%,12.05%,12.05%
Calderdale,,,St John's Primary School In Rishworth,139040,2017,1.025977,,,,13.00808301,,,,138,3.1,4.2,,,95%,35.71%,35.71%
Calderdale,,,St John's Primary School In Rishworth,139040,2015,1.025977,,,,13.00808301,,,,,,,,,100%,11.11%,11.11%
Calderdale,,,St John's Primary School In Rishworth,139040,2019,1.025977,,,,13.00808301,,,,139,2.8,3.3,,,89%,5.95%,5.95%
Calderdale,,,St John's Primary School In Rishworth,139040,2018,1.025977,,,,13.00808301,,,,139,3.1,4.2,,,84%,-11.58%,-11.58%
